rank,xp,wallet_address,on_chain_missions_done,referral_level,referral_count,Sybil find (Ancestors),Sybil find (Social link),Sybil final
11903,16900,elys19mpuj5x85jqpve66cj9d20pl82j5m5nrjasknt,178,11,1,Sybil,True user,Sybil
54525,8100,elys195ajc67y9a8twhr29ym2zr9rkn6v4w3yftmdx7,98,2,1,True User,Sybil,Sybil
32152,11100,elys1950mg42gnukdf2fhwq8pnqamghldvat6m75sah,132,0,1,True User,Sybil,Sybil
29965,11500,elys18xz803v8pgzj5efy59wf3uxr77aghvqtds0j3p,120,7,1,True User,Sybil,Sybil
28129,11900,elys18xnzppp0q3d93d5cadj9vgu70khjqra96q9mf7,120,7,1,True User,Sybil,Sybil
28674,11750,elys18xagztgdm4p765cqaw2m6yysuucyn77kmagza4,116,14,1,Sybil,True user,Sybil
7344,19750,elys18qyjt5pd2c9axt0qhcf6s0eltpqguj0a2ethph,213,2,1,True User,Sybil,Sybil
25273,12650,elys18lm555z2azwv7dfck9hzk6jhnayq3jh3fdhfat,126,10,1,Sybil,True user,Sybil
42263,9450,elys18f59946ek9lrtaleljvffc00mf6qc28u6fh864,100,15,1,Sybil,True user,Sybil
37838,10200,elys18e9qqlfucdh8ruq0gnagj3gtzvj85xhppl8dca,120,19,1,Sybil,Sybil,Sybil
30728,11350,elys18de08j97g3utr3xjuwy2ev50gcq6cr7xz9ggus,115,16,1,Sybil,True user,Sybil
13834,16050,elys189asx9dm6rjlvuf5shpdkpn52hgu5lncj6mj2s,170,17,1,Sybil,True user,Sybil
43420,9250,elys1875lfutg2ra09vhr223wa9h9a37gzg4f0wvlmx,111,6,1,True User,Sybil,Sybil
23747,13050,elys186avahzdndmqf39ulufftar7c25lpvf7nj6yev,137,16,1,Sybil,True user,Sybil
11830,16950,elys1860nkcyy9qs2uwd6l6lerzu8gd39wgephuhcsv,182,13,1,Sybil,True user,Sybil
27117,12150,elys180ysnyh34zsgt8wk8wc664n5x3khs6av5ygvqw,127,17,1,Sybil,Sybil,Sybil
28105,11900,elys17z6q6hy4khl6hdpx0fmjg9xmy0rtfwj5ku3s5x,120,18,1,Sybil,Sybil,Sybil
34343,10750,elys17x33kdym85aqaxn97nxw0z08q2xjeellge2qd4,111,7,1,True User,Sybil,Sybil
25125,12700,elys17wzdkvlhlcptpheypzqx8fn6lycz7w6u7fcrjc,134,6,1,True User,Sybil,Sybil
25691,12550,elys17stxhtgnh0ytdd8maz0hngm0j0pftkpp647ax8,131,16,1,Sybil,True user,Sybil
11906,16900,elys17p3yswwg2mp6tuf4wmp34leer2fgylvxsqjcya,178,14,1,Sybil,True user,Sybil
36182,10450,elys17j6wdnvrc55h89f8d6z0hc5afcev8y30skzk7g,123,17,1,Sybil,Sybil,Sybil
44365,9150,elys175m4d6ktjy6p2tt3x4rwe8uaunap3wfyl90t46,96,11,1,Sybil,True user,Sybil
21473,13650,elys16y90tcvdxu4d486d4wn287ys9cep37znl3ufrv,138,11,1,Sybil,True user,Sybil
30233,11400,elys16xanc63gz8f3uqwks9gl9cj9cemzpe90p5rwyu,117,0,1,True User,Sybil,Sybil
26393,12350,elys16x5ls45w75sns9a0wpyqk35gh4mfmwqf3sschm,127,14,1,Sybil,Sybil,Sybil
43588,9250,elys16wvk235qe6p9umhvv754k6erktxz5jlk525ve0,98,19,1,Sybil,True user,Sybil
40531,9750,elys16utfcyy6alvcteszwetk9nq7pelytsdu52ph5g,115,2,1,True User,Sybil,Sybil
19636,14100,elys16qvc57x9d3jpfjuddg2nwprwycshddm7cmvpvt,149,15,1,Sybil,True user,Sybil
15597,15350,elys16lq92m8uu93gw02l6w95mlzkkx7r2h9gx0tuw6,161,3,1,True User,Sybil,Sybil
32139,11100,elys16k70e6tp3wpkgw4yaz8444kgzuw87tpqvwdw9k,114,16,1,Sybil,True user,Sybil
24400,12900,elys16eqj8a3emskd8u98nxl7p638d9zw0vg52c0p4d,132,7,1,True User,Sybil,Sybil
28548,11800,elys163p64e7j5nclv8wwv7ks83uzd3gj4l6jxsp7sa,120,0,1,True User,Sybil,Sybil
31850,11150,elys162dmxygj8vcd4leyqzxn5ykhvdv23sw5l9ud7x,115,7,1,True User,Sybil,Sybil
42602,9400,elys15zqq0lp73qll3lgzk838dcn2cmlj0lvatfasp0,99,11,1,Sybil,True user,Sybil
19447,14150,elys15vj07scz4f5rs95ukycpmxz8qqcms9kdw7x8ae,148,17,1,Sybil,True user,Sybil
36277,10400,elys15v5zhygjpv85hzleed42urq60zhxk2ghz7w7r6,97,10,1,Sybil,True user,Sybil
43586,9250,elys15scwhe2fndvy4ahejh8ltv7q7l9g3y2ql56azz,98,15,1,Sybil,True user,Sybil
27502,12050,elys15a08ulxk3ktygg5nvh6vs8cqaaqqzwhy2plyax,125,4,1,True User,Sybil,Sybil
44321,9150,elys157gn9u773asumuqlus2wh3v8ecrzfl2krk33et,96,11,1,Sybil,True user,Sybil
25513,12600,elys15765lxd2ffjuchmh9cn5egaxtwf8k5cw7csjf8,128,7,1,True User,Sybil,Sybil
37584,10200,elys156xu2j267hgpugng0azagr53h4afztqk04d6n0,102,0,1,True User,Sybil,Sybil
35521,10550,elys156dx9v3w24zjjd5nkwyvvud2r5pmjsqdgadsgx,112,14,1,Sybil,True user,Sybil
37837,10200,elys1555042f5eutwyn5vssztcyk4p469hmzmvwcjef,116,6,1,True User,Sybil,Sybil
23752,13050,elys154ky96gm6pn6t3s43ug48xvhy5akws4pjzuguw,139,17,1,Sybil,True user,Sybil
35047,10600,elys154fe57hj6yellcgrq8s5rgjywugk3szrfavtqu,99,11,1,Sybil,True user,Sybil
24751,12800,elys14zw4qx5545ztnz6ln6x6rcvmjjv3nugxu42spp,134,12,1,Sybil,True user,Sybil
25490,12600,elys14yqzxlseh6qxanstevzs2xuwzqfkcvwwxhjxlj,128,16,1,Sybil,Sybil,Sybil
22828,13300,elys14xs5dzrvce2a5yxhydw2wyypyp0qvtpntxx3vg,140,20,1,Sybil,True user,Sybil
43437,9250,elys14s2tmm3w6p0q4f5z9q6gmpjgduyd906ctlnv93,111,7,1,True User,Sybil,Sybil
24924,12750,elys14q4s759d99swlewzlaxx84pxgynzh58z9lhnvq,135,11,1,Sybil,True user,Sybil
24179,12950,elys14pejwayd9wqtdfyxq253p6msz8435mfw46sddl,139,13,1,Sybil,True user,Sybil
25042,12700,elys14lnmlx5766nzvuawzvu2u06dxznm3gtgwgl7ru,132,1,1,True User,Sybil,Sybil
21874,13550,elys14kmhl3j26q48mtgt95z5f3nxkh80q30k046wf9,143,5,1,True User,Sybil,Sybil
34278,10750,elys14gfrdv5vnxy42gtuvgfjywtw2v276na5jpu5m9,116,11,1,Sybil,True user,Sybil
25511,12600,elys147uv77w6gm3z0wm79yp0eqkjsedx2s650hd5l4,128,7,1,True User,Sybil,Sybil
27727,12000,elys143r09r8k733u5x82u04mzqj8x2uqqhar7lzaf8,126,2,1,True User,Sybil,Sybil
25118,12700,elys13z96uw5w7dgym3zkekxlyc9qa723a8cusxarqu,132,10,1,Sybil,True user,Sybil
25692,12550,elys13w8l6c85utfwekdk5vkkpcfkx7ntj9wd69zup6,129,16,1,Sybil,True user,Sybil
23748,13050,elys13lzw7p3hl2wllkgdan5nkxjfwy34f6t0wjkcep,137,11,1,Sybil,True user,Sybil
39629,9900,elys13hv9c2wxnzt6czyek9t8znn5npv22q9rd5d9z6,105,18,1,Sybil,True user,Sybil
28971,11700,elys13dwytdazydtw3855354wngk7pq80rjpc9rgvx3,122,16,1,Sybil,True user,Sybil
27527,12050,elys13dwqdzgp04w5dm8us2f5fry55v6w4lz9dw4zqq,125,7,1,True User,Sybil,Sybil
20715,13850,elys13dmhyk8usr4ukedeqfd6ugzx8phc697z6d6yxl,145,18,1,Sybil,True user,Sybil
21694,13600,elys13auy6y4z0eh3459gyw86awg8dya8nl07xsv4ys,144,16,1,Sybil,True user,Sybil
27293,12100,elys139mu89ftwftl7z63pzxpc2yy02tk6cvk764zef,124,10,1,Sybil,Sybil,Sybil
27462,12050,elys136dcp6sgn8smvcy6eza8dmvujkfafhl7ayl3ql,132,14,1,Sybil,True user,Sybil
19535,14150,elys1359u5fns5gylfvq9ydnql440u9xhu6mh6wu7tq,144,10,1,Sybil,True user,Sybil
11905,16900,elys133d7sq0adx206vvduyk6vqzls6zhntj9uv3f7l,178,13,1,Sybil,Sybil,Sybil
31500,11200,elys12qphs7au625qgyr79pgnarh7azzc80aecrpq8u,116,19,1,Sybil,Sybil,Sybil
27153,12150,elys12nqkyeqdld7d68s3gjldjlakhs4qgpp6nugyqu,123,7,1,True User,Sybil,Sybil
41061,9650,elys12dhpah27ecqdvkhnk80nwy303ytfayqrf7zlrf,102,10,1,Sybil,True user,Sybil
24374,12900,elys12cmud9rlv0gl08vu9s45fguju7ynr5xzm2srtk,134,11,1,Sybil,True user,Sybil
29730,11550,elys128zmaj790vkl7yxdqrjjrev5ume0dnkq7r2zxz,117,7,1,True User,Sybil,Sybil
39925,9850,elys10vckr0gxpza9rmkamqq0q5slrw3kns8a0r96xa,104,17,1,Sybil,True user,Sybil
26939,12200,elys10qfw2gr0x8rlgk8ujpjet6gm2np8q7wz6zu8qe,126,16,1,Sybil,True user,Sybil
17855,14600,elys10qcd8xzlkzwg798vutv7ydwlzjdjpyjftg8v7p,152,2,1,True User,Sybil,Sybil
31098,11250,elys10pugvuvhnu452yexf6ejxssyglukqy0jqkmc7h,110,0,1,True User,Sybil,Sybil
28133,11900,elys10lx2quf838mgjkhx4kdszcvm7znc8tx3yk8j6n,122,7,1,True User,Sybil,Sybil
22835,13300,elys10kqhsnhua25ts0pw9a72wk2pwqhz4gwr9le0dl,140,16,1,Sybil,True user,Sybil
22843,13300,elys10jlfyljnujy6e8ny6v8agmp72djlypevg3uvqx,138,10,1,Sybil,Sybil,Sybil
33999,10800,elys10cexha0l7jzhu960q6kdv4thghed73npmjvrjq,130,4,1,True User,Sybil,Sybil
13458,16200,elys10a5t4wv9purmh7243pwgumfjcjd4269knpn60h,171,19,1,Sybil,True user,Sybil
25862,12500,elys105wmd4kt03klrp33d5te4uh488h8v7rfmz9tv3,130,7,1,True User,Sybil,Sybil
22005,13500,elys100w5swlwygazu86m8ttjmz72s07xfe8zwksm8k,149,10,1,Sybil,True user,Sybil
43587,9250,elys100sk898hjmykehgayk5zcpalauf5rg4qyzmklr,98,18,1,Sybil,True user,Sybil
4628,21950,elys1zzvthw7h2qu52yxfykmgrwp69y25x92ynmr797,253,0,0,True User,Sybil,Sybil
6066,20800,elys1zzjflp8medcezy46l2fa4ltenv3jyew74g7qpt,242,0,0,True User,Sybil,Sybil
72039,7000,elys1zzaj78zjjgmq7t0v9428qclt739wadqexkc9cu,102,0,0,True User,Sybil,Sybil
13644,16100,elys1zyzer0udqdp4nm6l5rfk0hdrfpelr7w28r7jx5,170,1,0,True User,Sybil,Sybil
3221,23200,elys1zywsfr7652tykdwudacyzwjxny7u9uumzxj9v3,258,0,0,True User,Sybil,Sybil
27918,11950,elys1zyemtfcye2m3msm2chyuz4288fn9u064yxve2l,127,16,0,Sybil,Sybil,Sybil
33682,10850,elys1zy0kt6yn2qw8jsvh85cz9y26a5yt3j7cn5utgx,105,1,0,True User,Sybil,Sybil
63908,7450,elys1zxssd70lyfds6a5pctkpsckrtkul6qe06fsc07,109,0,0,True User,Sybil,Sybil
29852,11500,elys1zx8a99m2tax3d6r6nx8l84vn6qyxvhz7m4az2w,114,2,0,True User,Sybil,Sybil
23930,13000,elys1zx7wxfwp0gj4jlcdlfqjxktq5az25mgzg0w98v,154,0,0,True User,Sybil,Sybil
4671,21900,elys1zx4gp5f5zuehyzvd9fr3v3yr5ejdfhnrefzgqr,254,1,0,True User,Sybil,Sybil
26172,12400,elys1zwptqzr92xsclv3gy827f0djcc74fnn5uwpkn5,127,10,0,Sybil,True user,Sybil
2619,23700,elys1zwj53twp4kqek2qzs95kj3tuf0qu4je7jqazak,264,0,0,True User,Sybil,Sybil
2754,23600,elys1zw7dtk5w0m58rtmrwphmntu5pj7lk5nkye8cuk,266,0,0,True User,Sybil,Sybil
6659,20350,elys1zw5h3tj38ke660jl7y3phqqtr6gxc2eed2rlm3,223,0,0,True User,Sybil,Sybil
2314,23900,elys1zvry5pyhnsh6kdg6vfaucws30ksxc5xujjzq0m,268,0,0,True User,Sybil,Sybil
34310,10750,elys1zvnvud5qprtsga4fxysvv4zh0qdw0f6q8nfe0s,127,0,0,True User,Sybil,Sybil
40780,9700,elys1zvgssrlxwj2qs4m44fupwfa7dm946u8w7n0vk3,110,0,0,True User,Sybil,Sybil
28332,11850,elys1zvek42acr8e870m7hf8ufpkpmyvyllqyy4fsdc,116,11,0,Sybil,True user,Sybil
14988,15550,elys1zvcjfe45uz0u075h3uwgu5hxev03t76qy934te,193,3,0,True User,Sybil,Sybil
30151,11450,elys1zv63pgprnmyv7685s8thhxy4svsh4ye8utyvlj,135,0,0,True User,Sybil,Sybil
2101,24050,elys1zv3wk7g07ph43zph88nyg57egd3nygseuuwt6y,269,0,0,True User,Sybil,Sybil
2750,23600,elys1zulczafa6t4xxncfxwmnxyfctqgxg3c4aadf9t,266,0,0,True User,Sybil,Sybil
37151,10300,elys1zueaa6jf3u80kjmerq93gz7pggy6rf6vj8nkwv,118,0,0,True User,Sybil,Sybil
2525,23750,elys1zu7836rfvsv4s2fmwwzv5f74za3jnvt7g62cd2,269,1,0,True User,Sybil,Sybil
34313,10750,elys1zt63f74apfzrpdgtd2s75e77ackr48ymrvn7kf,127,0,0,True User,Sybil,Sybil
5236,21450,elys1zsulhna3axa9lr87crmxkd243dfdzaznft6nc2,251,1,0,True User,Sybil,Sybil
82938,6450,elys1zsu9uvphfcwnaakwfndau4sccxcl7hxyw4hqgq,97,0,0,True User,Sybil,Sybil
4437,22100,elys1zsu76refpcm5nkhccf6z4hz4ahcsgs0rm2q98c,256,1,0,True User,Sybil,Sybil
2512,23750,elys1zs7mh8k388w33syvfj46e86dvykdhmg5x05zw7,267,1,0,True User,Sybil,Sybil
74409,6850,elys1zruh2mlfzmlljsduzdpht460mzf0fnnhgacv36,101,0,0,True User,Sybil,Sybil
30059,11450,elys1zr6wjcrh7eysf6d0y7pvrvredyakd2xgq2e5l8,113,0,0,True User,Sybil,Sybil
19764,14100,elys1zqys8x35e3ykeywy2v9ve9a9mqh8lw675fcjj6,168,0,0,True User,Sybil,Sybil
1993,24100,elys1zqkxrq3cy0hlvgn000lnae4mdss7cy6k0cyrjw,272,1,0,True User,Sybil,Sybil
26055,12450,elys1zqk8d930r50ps06c0vv6c7mxkxddklcvwnz8te,129,16,0,Sybil,True user,Sybil
22763,13300,elys1zppefeu34unyr0znd6zk0027u5sdyys4358dez,135,10,0,Sybil,True user,Sybil
3045,23350,elys1zpjshjrt64pjgzp995e446lfnwc2awrml3cumw,267,1,0,True User,Sybil,Sybil
3758,22700,elys1zphc8njg043l3uwapjwkdaq7rzjtklm7ykv3xy,260,0,0,True User,Sybil,Sybil
2234,23950,elys1zp4jnvntrumvmx8uevarac0zg9druznqr7mc4n,271,1,0,True User,Sybil,Sybil
3766,22700,elys1znq856fqe32uauv43cuqcm8jqad57y5l30pd2j,247,13,0,Sybil,True user,Sybil
2263,23950,elys1znlzjfksem87rje6372g7qvgpzasx7ky5ely2g,269,0,0,True User,Sybil,Sybil
37036,10300,elys1zngste4zne9gmv6rkayf2cetskw3es8ukuzqzc,134,0,0,True User,Sybil,Sybil
3982,22500,elys1zmypmpk5z6twrf073k9fagpvvruk9afn8lc0ve,258,0,0,True User,Sybil,Sybil
14681,15650,elys1zmgh5w52ajv402mfyzkcy2hrmzs4fe5auktep0,178,0,0,True User,Sybil,Sybil
30479,11400,elys1zmfsg4g4yyhq76leemjhf8am3pwdp60zc2k4cl,118,7,0,True User,Sybil,Sybil
17724,14650,elys1zlcwtjkd2lrhxw0nn5guhn9za6unln9smv3wjp,175,0,0,True User,Sybil,Sybil
42095,9450,elys1zl9vc0xz463ae2mt6jdwu5nr4gscjx0zwz9u80,95,2,0,True User,Sybil,Sybil
34951,10650,elys1zl0rnns2dpyk7rzv4etcyp46hqe0tcxft9qhs9,127,0,0,True User,Sybil,Sybil
17239,14800,elys1zkwe08v7qsma6jcme6ks3n9h6906rhtahazkh9,176,0,0,True User,Sybil,Sybil
6081,20800,elys1zk4xmfj3erxsynq66eynn22ae7vpj5868xph65,228,0,0,True User,Sybil,Sybil
2149,24000,elys1zk4lfmsnq2uc0umxct2g5r35ldkutuw9c752xv,272,1,0,True User,Sybil,Sybil
23733,13050,elys1zjw4934vr68ds8ln9wff6f0x44c7we4jp0c3cu,155,0,0,True User,Sybil,Sybil
29471,11600,elys1zju6wqaeten30l6hjr5wpdk6wcgltnm9uc44lp,118,16,0,Sybil,True user,Sybil
39668,9900,elys1zjs59usnc3m2zlwz9j0gl498y30gx6ht6xh5lq,112,0,0,True User,Sybil,Sybil
18439,14450,elys1zjqkpscfwl4s7c5vnm725dewykujjgv7cyqd0g,173,0,0,True User,Sybil,Sybil
4083,22400,elys1zjjtc8hg27af36y3sgtyw88la342ghl35q69vz,256,1,0,True User,Sybil,Sybil
2793,23550,elys1zjhs3jp2fcrex4qw9dxsakewa2j4wj00mxtvet,269,1,0,True User,Sybil,Sybil
30725,11350,elys1zjgy8mkkxkdlurscg7x4kpx5lztghechdz74dv,135,0,0,True User,Sybil,Sybil
4092,22400,elys1zj0qquelm4ge38hd9hemj0yn78qgt4u4swyw06,256,0,0,True User,Sybil,Sybil
25198,12650,elys1zhw8tl205ly5dmexl5xaw7ypxw4550fs5uuqa0,139,2,0,True User,Sybil,Sybil
2313,23900,elys1zhr2s4p8y7vaafa3vjhc4039p8c9tc8mx3qk9a,268,0,0,True User,Sybil,Sybil
29461,11600,elys1zhq2w4wkpvnj3xctaucmy9322uf68x8sg22t9p,120,15,0,Sybil,Sybil,Sybil
34946,10650,elys1zhff7c5t3earscwc24ywa6kvlh40yh72kj598j,121,0,0,True User,Sybil,Sybil
2379,23850,elys1zh78s3mtdtvuah04cv7cs55040lfru2h0xrwm3,271,1,0,True User,Sybil,Sybil
44367,9150,elys1zgurllj77gdwfl26ug768h50ejpv95s5x45ael,96,17,0,Sybil,True user,Sybil
1813,24250,elys1zfsekvpjwjhm7qsgxtux0659gumq7nu4sqsxv0,273,1,0,True User,Sybil,Sybil
40631,9700,elys1zfn3703twa09qx6lxfhlluskgwswu3pwfcxquv,96,2,0,True User,Sybil,Sybil
1874,24200,elys1zfkzech00c2cs3hqttqafk8m0j3qz2c6ng5sdr,272,1,0,True User,Sybil,Sybil
6471,20500,elys1zf3z9575g97x7afec5ydlernu35yhes738hzsn,242,0,0,True User,Sybil,Sybil
73582,6900,elys1zeux7kgxnhjl58re8au3ts7sdncg9hlncv0kkf,102,0,0,True User,Sybil,Sybil
23562,13100,elys1zenq9ranfpx8qewfc5jdw3m8j9lx0uesp3gpgj,156,0,0,True User,Sybil,Sybil
4221,22300,elys1zehs2yrg6vufpvk75f6lfpmw2eaup4l34prtyw,260,0,0,True User,Sybil,Sybil
30749,11350,elys1zehdfzd3xj5ygvvuuntruraqkxvyhwxuhpywj3,117,7,0,True User,Sybil,Sybil
2524,23750,elys1ze8a8jvu7nwsh8634rq7zjrqsqwnq3ff7ajv89,269,1,0,True User,Sybil,Sybil
4785,21850,elys1zdyepvtqch9dmnel2f6ht2weas0fjns7g6z7w5,261,0,0,True User,Sybil,Sybil
22022,13500,elys1zdu9ep2dcrz3pdgllgx7ft5vcu2vgynnuh4ee6,162,0,0,True User,Sybil,Sybil
1999,24100,elys1zdtvypxe3ms7ua0rlhv5zly3hetu8v52v3v9py,272,1,0,True User,Sybil,Sybil
49944,8500,elys1zdpg9jzdkdhrn048uw9kpxvr5z2m6hp9vj3xh7,102,0,0,True User,Sybil,Sybil
32127,11100,elys1zdhex60arsvhkkqmh4we6ku2c22zdv5jst93me,107,11,0,Sybil,True user,Sybil
38882,10050,elys1zc2dl994dywqqf90g47ksmpy7e8p2w39jdvyqz,99,17,0,Sybil,True user,Sybil
5436,21300,elys1zadr9cq6t7ys02kqz3wds690w46vgreu8ep8qc,248,0,0,True User,Sybil,Sybil
15254,15450,elys1z9xmfultpe3lgaf2wm92svptcpgff8hr2yvc6j,163,0,0,True User,Sybil,Sybil
9691,18150,elys1z9rz0w9p0pa7jnq0k5prz0eucfp08p2z6e03q5,195,0,0,True User,Sybil,Sybil
25781,12500,elys1z9mpkfq7mcv4e73mh55phvfss37el8f5ej6p9t,123,14,0,Sybil,True user,Sybil
11328,17200,elys1z9auc8g7jvxwwl65madyenw4aekpr94cc4v3d7,184,2,0,True User,Sybil,Sybil
35895,10500,elys1z904c9h9va4swr2fv8gzk2d0sxthrc5nxhp6wp,102,1,0,True User,Sybil,Sybil
2476,23800,elys1z7y7x6pd8zrq4eul3hrm7djvunyup7a4pc390u,268,0,0,True User,Sybil,Sybil
5752,21050,elys1z7wnu545nmqg4agvjfg0xpg7y9tt30szn2sxft,251,1,0,True User,Sybil,Sybil
23536,13100,elys1z7r6q9npngp3fqprewnh0t2kc8ws398yj49www,132,2,0,True User,Sybil,Sybil
25480,12600,elys1z7j68ysdjga3ttq03e34k5qp28ukz0mafdpncv,126,0,0,True User,Sybil,Sybil
3218,23200,elys1z7fmkvhfmll2hk0xc56lk0egqzct00xrw23raf,260,0,0,True User,Sybil,Sybil
2380,23850,elys1z7f6jyr6m5n25js8395334luyw7j2sp8pzwv3e,269,1,0,True User,Sybil,Sybil
28670,11750,elys1z7252255p3pyes55jw2ygrg923ha9ldvdux5jn,117,1,0,True User,Sybil,Sybil
76566,6750,elys1z6fytuh6euw9z9a2m05qg7mps73zlt5wt6833y,97,0,0,True User,Sybil,Sybil
31634,11150,elys1z5caqk4e9hxd4qct9e0u0zpej30vqp53f7ptyh,108,19,0,Sybil,True user,Sybil
5310,21400,elys1z59vx5efrla09tpamvrcmv9ymdyn2xv57scqvt,250,0,0,True User,Sybil,Sybil
19172,14250,elys1z57qzedwvkaezrdzhevrka5t647hjwflud99e3,169,0,0,True User,Sybil,Sybil
19943,14050,elys1z50wghp6wkcgnpl7s7k2pel0eqy7eq8e6zn0y4,167,0,0,True User,Sybil,Sybil
6716,20300,elys1z4pd66sj69szx6gqlwm8jwry9pe9la9qv9n06s,244,1,0,True User,Sybil,Sybil
2450,23800,elys1z4gwsj09nag0wt484m9fkyjj3s6ktt8u3gq03h,270,1,0,True User,Sybil,Sybil
2867,23500,elys1z4e93rn9ny4mchkfnrk8acmvms4sv8kvmfp99s,264,0,0,True User,Sybil,Sybil
28755,11750,elys1z4cnsg929afpns5gt95ae3gyvkpepmeq8mn6wl,139,0,0,True User,Sybil,Sybil
7386,19700,elys1z494nnmvn20e7pl565fjtxwzg34r0ghuq6h0r0,238,0,0,True User,Sybil,Sybil
7887,19300,elys1z47faled6tqn2z8ww2gxap3vw39tm97ecxagw7,210,0,0,True User,Sybil,Sybil
41372,9600,elys1z43w0u20ar5w02c0fy4w9dpxr854fv2xymzznu,96,2,0,True User,Sybil,Sybil
4827,21800,elys1z3ts62fw6ft0mcgddau5sq0mypk8a2j4clucf4,254,0,0,True User,Sybil,Sybil
18636,14400,elys1z3p0s9wjyhj6gfpng04dk4xpc3zfr2l8g58zj7,172,0,0,True User,Sybil,Sybil
35880,10500,elys1z3lw9gt77d5vrnd3n840r5vel68gsagl6q6trk,126,0,0,True User,Sybil,Sybil
6415,20550,elys1z3gek4q32257lrgk4wrnxemzfj2gkvp3dnlw40,241,0,0,True User,Sybil,Sybil
32170,11100,elys1z3g0ss43uxr05mxhkmw6cnr3v9vute2u06llph,108,1,0,True User,Sybil,Sybil
17546,14700,elys1z3axcgak22465khs0kaezwfunau9xqnzrfzn97,176,0,0,True User,Sybil,Sybil
86228,6250,elys1z38cl8xnmex6qmyskww6trq3cszs8fhpymuel4,95,0,0,True User,Sybil,Sybil
49587,8500,elys1z2tjnmjplp7u7n036hcyfmg05e74c2pm9dngcy,102,7,0,True User,Sybil,Sybil
26560,12300,elys1z2mnjhjnqysvn8k0j4c40h4sk8q6eapljxu90w,146,0,0,True User,Sybil,Sybil
26387,12350,elys1z2g7xmykk7kay67s78ye5z8h55hykuqpusvlcj,143,0,0,True User,Sybil,Sybil
36382,10400,elys1z0dezt66usuycx0cvg38kts925zxf5m3el9j3z,102,4,0,True User,Sybil,Sybil
21258,13700,elys1z0dctqa3z3yddgfa4pv29e3qh88r4g7nukrfxs,162,0,0,True User,Sybil,Sybil
3808,22650,elys1z082jdft09kd9fzr84tvkemd7jkq80w5j57asx,255,0,0,True User,Sybil,Sybil
2382,23850,elys1yzvdp228vee8g4uzmf8uvyxhms0mxdhve7uh99,269,1,0,True User,Sybil,Sybil
3882,22600,elys1yyaayqk7lzhk3spl8gpx33p44fhksxfla320hq,249,13,0,Sybil,True user,Sybil
6413,20550,elys1yy9h5774npxsl6lwmd7fs94e4cg2tq6vpp0h69,245,0,0,True User,Sybil,Sybil
7349,19750,elys1yy5pm78en0mr8902cyxapdetwclgrhd5x4czym,215,0,0,True User,Sybil,Sybil
28768,11750,elys1yy3hpm6c6mxgnx629fcslx0qrap4s5dwf0uz46,121,16,0,Sybil,True user,Sybil
18632,14400,elys1yxjc7pa05gaeuer9ts6udpfr8qslm3cepl7xky,172,0,0,True User,Sybil,Sybil
8893,18650,elys1yxexzsjc78kqe6pajjgjngkr2kk4wzdlf3f9jt,201,11,0,Sybil,True user,Sybil
83686,6400,elys1yxcr84wxnzrdasq6f3t97wmzwg6up2xwp6yf2v,96,0,0,True User,Sybil,Sybil
32434,11050,elys1yx8swt6qmfxa5n5kt9m3z2ecvsv2m6qu2gu373,111,1,0,True User,Sybil,Sybil
2981,23400,elys1yx5xxggkawulxune98yarwgj7tc437f8ad706x,270,1,0,True User,Sybil,Sybil
28888,11700,elys1yx0zqawzzvq8fu0gpyy05whrcm5typw7f4htpp,126,1,0,True User,Sybil,Sybil
69671,7100,elys1ywv9j3y8gmdw5q92phl6an982w6ry7swfqmy8h,106,0,0,True User,Sybil,Sybil
2531,23750,elys1ywsjux5p77nj0gk8qawqydmh3f3dks6h7s2reu,267,0,0,True User,Sybil,Sybil
2847,23500,elys1ywqu2zkqvhgur7wukgtg9lvw7xjw2suw3fk0z0,266,1,0,True User,Sybil,Sybil
1753,24300,elys1ywn82zy8lqp68jsvz7te89xy9kyl6y44fg32l4,276,1,0,True User,Sybil,Sybil
72774,6950,elys1ywmcvkwcc3x3xew86s79uzse7pqdmjqyw6utt4,103,0,0,True User,Sybil,Sybil
3047,23350,elys1yw5c0urxssry2tcepv8yswncxj7t77v73885f3,267,1,0,True User,Sybil,Sybil
38693,10050,elys1yw07c8huqzdqkw7r5h98yqnfw04hhpt4qtpr2u,121,3,0,True User,Sybil,Sybil
21755,13550,elys1yvw5yu9tu6vc9d8vhdfgalhyf6d25aa6gxxw4l,139,0,0,True User,Sybil,Sybil
2083,24050,elys1yv29qqn08lkvyze88zdh8ylmy9cweesk40wer6,273,1,0,True User,Sybil,Sybil
39761,9850,elys1yuzp6xwsdxkv8dfzfy2hlajt8whs7jhkhrurzc,97,2,0,True User,Sybil,Sybil
19538,14150,elys1yu43qp8ua9j8qsy78a5f3l58dh2pdg7887svlv,171,0,0,True User,Sybil,Sybil
23763,13050,elys1ytrfxgrgnerxvul32k68gf7k3w7gc9ugkufdca,135,7,0,True User,Sybil,Sybil
60114,7650,elys1ytqpn77vfd3j3wrrj9qnrdyfed5uxag4h4m6p0,95,5,0,True User,Sybil,Sybil
28141,11900,elys1ytqltw4qh83npl5f6w9qg2ckpa8vy9dllhp0zx,120,7,0,True User,Sybil,Sybil
4317,22200,elys1yt6tn23z0lv95ky24z4vfcpy6nx5nm30885t8z,256,1,0,True User,Sybil,Sybil
